,station_code,station_actual,station_new,Zone,State,Name,Longitude,Latitude
0,MRB,Munirabad,Munirabad Karnataka,South Western Railway,Karnataka,"Munirabad Rural, Karnataka, India",76.3376786,15.3024752
0,WR,Chalthan,Chalthan Maharashtra,Central Railway,Maharashtra,"Chalthan, Gujarat, India",72.9603146,21.156607
0,SVG,SAWALGI,SAWALGI Karnataka,Central Railway,Karnataka,"Sawalgi, Karnataka, India",76.7293233,17.3483995
0,PKBS,PEEPLEE KA BAS,PEEPLEE KA BAS Rajasthan,North Western Railway,Rajasthan,"Peepli Ka Bas, Rajasthan, India",75.2770721,26.9166099
0,SMD,Charanmahadevi,Charanmahadevi Tamil Nadu,Southern Railway,Tamil Nadu,"Cheranmahadevi, Tamil Nadu, India",77.5658381,8.6747285
0,DUD,Dudhani,Dudhani Maharashtra,Central Railway,Maharashtra,"Dudhani, Maharashtra 413220, India",76.3680696,17.3585392
0,CAER,Chhanera,Chhanera Madhya Pradesh,West Central Railway,Madhya Pradesh,"Chhanera, Madhya Pradesh 450001, India",76.4013471,21.6121611
0,NPD,Nawapara Road,Nawapara Road Odisha,East Coast Railway,Odisha,"Nawapara, Ratipali, Odisha 766105, India",82.543457,20.81035
0,DUMK,DUMKA,DUMKA Jharkhand,Eastern Railway,Jharkhand,"Dumka, Jharkhand, India",87.2488088,24.2684794
0,HPGM,Haripurgram  Jn,Haripurgram  Jn Odisha,East Coast Railway,Odisha,"Haripurgram Junction, Godiputamatiapara, Odisha 752050, India",85.7080043,20.1332895
0,CCL,CHANCHELAV,CHANCHELAV Gujarat,Western Railway,Gujarat,"Chanchelav, Gujarat 389120, India",73.7213063,22.8036362
0,NW,Faridabad Nw Tn,Faridabad Nw Tn Karnataka,South Central Railway,Karnataka,"Faridabad, Haryana, India",77.3177894,28.4089123
0,JUCT,Jodhpur Cantt,Jodhpur Cantt Rajasthan,North Western Railway,Rajasthan,"Jodhpur Cantt, Nandri, Rajasthan 342015, India",73.0929336,26.3127891
0,ANAS,Anas,Anas Gujarat,Western Railway,Gujarat,"Gujarat, India",71.5723953,22.6708317
0,SWPR,Sewapuri,Sewapuri Uttar Pradesh,Northern Railway,Uttar Pradesh,"Sewapuri, Gairaha, Gopal Pur, Uttar Pradesh 221403, India",82.7692432,25.3510282
0,BZG,Bilga,Bilga Punjab,Northern Railway,Punjab,"Bilga, Punjab 144036, India",75.6546595,31.0501545
0,GRMR,Garhi Manikpur,Garhi Manikpur Uttar Pradesh,Northern Railway,Uttar Pradesh,"Manikpur, Uttar Pradesh 210208, India",81.1030573,25.0698727
0,SKA,Sikandra Rao,Sikandra Rao Uttar Pradesh,North Eastern Railway,Uttar Pradesh,"Sikandra Rao, Uttar Pradesh 204215, India",78.378274,27.6864088
0,CKV,CHERUKUVADA,CHERUKUVADA Andhra Pradesh,South Central Railway,Andhra Pradesh,"Cherukuwada, Andhra Pradesh, India",81.7376778,16.6676111
0,SID,Siddhpur,Siddhpur Gujarat,Western Railway,Gujarat,"Siddhpur, Gujarat 384151, India",72.3621359,23.9308631
0,MEX,Mukerian,Mukerian Punjab,Northern Railway,Punjab,"Mukerian, Punjab 144211, India",75.6174525,31.9501545
0,KMJ,Kaimganj,Kaimganj Uttar Pradesh,North Eastern Railway,Uttar Pradesh,"Kaimganj, Uttar Pradesh 209502, India",79.3296565,27.5540047
0,BRAG,Barang,Barang Odisha,East Coast Railway,Odisha,"Barang, Odisha, India",85.8483832,20.4043985
0,BDTS,Bandra Terminus,Bandra Terminus Maharashtra,Western Railway,Maharashtra,"Bandra Terminus, Naupada, Bandra East, Mumbai, Maharashtra, India",72.8404703,19.0635747
0,MYJ,Maheji,Maheji Maharashtra,Central Railway,Maharashtra,"Mahiji, Maharashtra 425115, India",75.4199054,20.7945211
0,HA,Hargaon,Hargaon Uttar Pradesh,North Eastern Railway,Uttar Pradesh,"Hargaon, Uttar Pradesh, India",80.7269854,27.7711254
0,TLO,TALANDU,TALANDU West Bengal,Eastern Railway,West Bengal,"Talandu, West Bengal 712148, India",88.356707,23.0181876
0,GDA,Godhra Jn,Godhra Jn Gujarat,Western Railway,Gujarat,"Godhra, Gujarat, India",73.6142795,22.7788044
0,DOY,DORNAHALLI,DORNAHALLI Karnataka,South Western Railway,Karnataka,"Dornahalli, Karnataka 571602, India",76.4129198,12.4108184
0,HEI,Heggere H,Heggere H Karnataka,South Western Railway,Karnataka,"Heggere, Karnataka 572215, India",76.6982955,13.2786322
0,BCK,Balichak,Balichak West Bengal,South Eastern Railway,West Bengal,"Balichak, West Bengal, India",87.5568898,22.3601451
0,BNR,Bhagwanpur,Bhagwanpur Bihar,East Central Railway,Bihar,"Bhagwanpur, Bihar 844114, India",85.299719,25.8586153
0,VB,VILLIYAMBAKKAM,VILLIYAMBAKKAM Tamil Nadu,Southern Railway,Tamil Nadu,"Villiambakkam, Tamil Nadu 603101, India",79.9597277,12.7643163
0,SMTL,SIMARIATAL,SIMARIATAL Madhya Pradesh,North Central Railway,Madhya Pradesh,"Simariatal, Simiriya Tal, Madhya Pradesh 475110, India",78.30408,25.9218
0,PDWA,Pindwara,Pindwara Rajasthan,North Western Railway,Rajasthan,"Pindwara, Rajasthan 307022, India",73.0559931,24.7933495
0,KRPU,Koraput,Koraput Odisha,East Coast Railway,Odisha,"Koraput, Odisha, India",82.7123327,18.813487
0,KKW,Kankavali,Kankavali Maharashtra,Konkan Railway,Maharashtra,"Kankavli, Maharashtra 416602, India",73.7082889,16.2655069
0,SCI,Sanchi,Sanchi Madhya Pradesh,West Central Railway,Madhya Pradesh,"Sanchi, Madhya Pradesh 464661, India",77.7418238,23.4873393
0,MLM,Malthan,Malthan Maharashtra,Central Railway,Maharashtra,"Malthan, Maharashtra 412218, India",74.227313,18.8380523
0,NRP,Narsipatnam Rd,Narsipatnam Rd Andhra Pradesh,South Central Railway,Andhra Pradesh,"Narsipatnam Road, Andhra Pradesh, India",82.7596362,17.6297974
0,BGKA,BANGURKELA,BANGURKELA Odisha,South Eastern Railway,Odisha,"Bangurkela, Odisha, India",84.9375287,22.2759757
0,MA,Madha,Madha Maharashtra,Central Railway,Maharashtra,"Madha, Maharashtra 413209, India",75.5160676,18.0339662
0,CSZ,COSSIMBAZAR,COSSIMBAZAR West Bengal,Eastern Railway,West Bengal,"Kasim Bazar, West Bengal, India",88.2813944,24.1179699
0,BTP,Babatpur,Babatpur Uttar Pradesh,Northern Railway,Uttar Pradesh,"Babatpur, Uttar Pradesh, India",82.8559854,25.4506565
0,KATI,Kanthi P H,Kanthi P H West Bengal,South Eastern Railway,West Bengal,"Contai, West Bengal 721401, India",87.7517427,21.778109
0,ZRDE,Jiradei,Jiradei Bihar,North Eastern Railway,Bihar,"Ziradei, Bihar 841245, India",84.2581695,26.1943852
0,JN,Raipur Jn,Raipur Jn Gujarat,Western Railway,Gujarat,"Gujarat, India",71.5723953,22.6708317
0,JN,Jetalsar Jn,Jetalsar Jn Gujarat,Western Railway,Gujarat,"Jetalsar, Gujarat 360360, India",70.5785505,21.708431
0,SLGE,SULERJAVALGE,SULERJAVALGE Maharashtra,South Western Railway,Maharashtra,"Sulerjavalge, Maharashtra, India",75.974626,17.4603082
0,VGN,Vangaon,Vangaon Maharashtra,Western Railway,Maharashtra,"Vangaon, Maharashtra 401103, India",72.7628451,19.8750623
0,NZR,NAZIRA,NAZIRA Assam,North Frontier Railway,Assam,"Nazira, Assam, India",94.7225793,26.9006575
0,SPK,Sapekhati,Sapekhati Assam,North Frontier Railway,Assam,"Sapekhati, Assam, India",95.1614534,27.1113304
0,KCO,Kachhia Bridge,Kachhia Bridge Uttar Pradesh,North Eastern Railway,Uttar Pradesh,"Uttar Pradesh, India",80.0981869,27.5705886
0,NWP,Naupada Jn,Naupada Jn Andhra Pradesh,East Coast Railway,Andhra Pradesh,"Naupada, Andhra Pradesh, India",84.2844961,18.5771816
0,MDKI,Madukarai,Madukarai Tamil Nadu,Southern Railway,Tamil Nadu,"Madukkarai, Tamil Nadu, India",76.948555,10.9144962
0,SPL,Sundaraprmlkoil,Sundaraprmlkoil Tamil Nadu,Southern Railway,Tamil Nadu,"Tamil Nadu, India",78.6568942,11.1271225
0,ANY,ARUMUGANERI,ARUMUGANERI Tamil Nadu,Southern Railway,Tamil Nadu,"Arumuganeri, Tamil Nadu, India",78.0937171,8.5681265
0,OKA,Okhla,Okhla Delhi,Northern Railway,Delhi,"Okhla, New Delhi, Delhi, India",77.2861119,28.5682138
0,DBRG,Dibrugarh,Dibrugarh Assam,North Frontier Railway,Assam,"Dibrugarh, Assam, India",94.9124625,27.4705449
0,GNH,Gangakher,Gangakher Maharashtra,South Central Railway,Maharashtra,"Gangakhed, Maharashtra 431514, India",76.7480805,18.9663544
0,DHG,Dhrangdhra,Dhrangdhra Gujarat,Western Railway,Gujarat,"Dhrangadhra, Gujarat, India",71.4661732,22.9914327
0,TEL,Tenali Jn,Tenali Jn Andhra Pradesh,South Central Railway,Andhra Pradesh,"Tenali, Andhra Pradesh, India",80.6444099,16.237933
0,EL,Elamanur,Elamanur Tamil Nadu,Southern Railway,Tamil Nadu,"Elamanur, Tamil Nadu 625201, India",78.208391,9.8996842
0,PASA,Parashshala,Parashshala Kerala,Southern Railway,Kerala,"Parassala, Kerala, India",77.1525963,8.3431017
0,WENA,Wena,Wena Bihar,East Central Railway,Bihar,"Wena, Bihar 801305, India",85.5242084,25.3260254
0,VLT,VALATHOOR,VALATHOOR Tamil Nadu,Southern Railway,Tamil Nadu,"Valathur, Tamil Nadu 635813, India",78.840663,12.889377
0,SOG,Suratgarh Jn,Suratgarh Jn Rajasthan,North Western Railway,Rajasthan,"Suratgarh, Rajasthan, India",73.9009228,29.32186
0,GKH,Guskara,Guskara West Bengal,Eastern Railway,West Bengal,"Guskhara, West Bengal 713128, India",87.7443457,23.488159
0,KLGD,KOLLENGODE,KOLLENGODE Kerala,Southern Railway,Kerala,"Kollengode, Kerala, India",76.6907753,10.6139109
0,DBL,Dodbele,Dodbele Karnataka,South Western Railway,Karnataka,"Doddabale, Karnataka 560060, India",77.472551,12.8900176
0,ATP,Anantapur,Anantapur Andhra Pradesh,South Central Railway,Andhra Pradesh,"Anantapur, Andhra Pradesh, India",77.6017089,14.6824455
0,PML,Papanasam,Papanasam Tamil Nadu,Southern Railway,Tamil Nadu,"Papanasam, Tamil Nadu 614207, India",79.2863745,10.9233498
0,NH,AUNG,AUNG West Bengal,Eastern Railway,West Bengal,"West Bengal, India",87.8549755,22.9867569
0,NZB,Nizamabad Jn,Nizamabad Jn Telangana,South Central Railway,Telangana,"Nizamabad, Telangana, India",78.0940867,18.6725047
0,PVP,Parvatipuram,Parvatipuram Andhra Pradesh,East Coast Railway,Andhra Pradesh,"Parvathipuram, Andhra Pradesh, India",83.4300877,18.7829598
0,PON,Ponneri,Ponneri Tamil Nadu,Southern Railway,Tamil Nadu,"Ponneri, Tamil Nadu, India",80.1943795,13.3340027
0,TLB,Telwa Bazar Halt,Telwa Bazar Halt Bihar,Eastern Railway,Bihar,"Telwa Bazar Halt, Simultala- Kotaria Rd, Tola Siantanr, Bihar 811316, India",86.5568858,24.6942049
0,SMNN,SHRI MAKRI NATH,SHRI MAKRI NATH Rajasthan,North Western Railway,Rajasthan,"Makri Fatak, Rajasthan, India",75.8152695,27.7920465
0,MESR,Mesra,Mesra Jharkhand,East Central Railway,Jharkhand,"Mesra, Jharkhand, India",85.4120942,23.4270906
0,SPGR,Sampige Road,Sampige Road Karnataka,South Western Railway,Karnataka,"Sampige Rd, Bengaluru, Karnataka, India",77.5713656,13.000094
0,PW,Pirwa,Pirwa Rajasthan,North Western Railway,Rajasthan,"Pirwa, Rajasthan, India",74.4565729,27.203001
0,BTK,Bankata,Bankata Uttar Pradesh,North Eastern Railway,Uttar Pradesh,"Bankata, Uttar Pradesh, India",83.7743509,26.5769669
0,GH,Ghughuli,Ghughuli Uttar Pradesh,North Eastern Railway,Uttar Pradesh,"Ghughuli, Uttar Pradesh 273151, India",83.7365154,27.0937361
0,CVP,Kovilpatti,Kovilpatti Tamil Nadu,Southern Railway,Tamil Nadu,"Kovilpatti, Tamil Nadu, India",77.8714879,9.1726696
0,GZN,N Ghaziabad,N Ghaziabad Uttar Pradesh,Northern Railway,Uttar Pradesh,"DLF dilshad ext 2 bhoupra gzb, Dilshad Plaza, Shalimar Garden, Ghaziabad, Uttar Pradesh 201005, India",77.3305307,28.6933777
0,BMU,Bamhrauli,Bamhrauli Uttar Pradesh,North Central Railway,Uttar Pradesh,"Bamh Rauli, Uttar Pradesh 241401, India",79.7596142,27.4152631
0,ODB,OODLABARI,OODLABARI West Bengal,North Frontier Railway,West Bengal,"Oodlabari, West Bengal 735222, India",88.6217225,26.857848
0,HLE,HEELALIGE,HEELALIGE Karnataka,South Western Railway,Karnataka,"Heelalige, Bommasandra, Karnataka 560099, India",77.7065754,12.818616
0,PJK,Panj Kosi,Panj Kosi Punjab,Northern Railway,Punjab,"Panjkosi, Punjab 152128, India",74.0623244,30.1715664
0,HDIH,Hoodi Halt,Hoodi Halt Karnataka,South Western Railway,Karnataka,"Hoodi Halt, Ayyappa Nagar, Krishnarajapuram, Bengaluru, Karnataka 560048, India",77.718646,12.9961415
0,LKZ,LAKADIYA,LAKADIYA Gujarat,Western Railway,Gujarat,"Lakadia, Gujarat 370145, India",70.5830122,23.347343
0,SMTA,Samuktala Road,Samuktala Road West Bengal,North Frontier Railway,West Bengal,"Samuktala Rd, West Bengal, India",89.6243897,26.503343
0,BHW,Barharwa Jn,Barharwa Jn Jharkhand,Eastern Railway,Jharkhand,"Barharwa Junction, Barharwa, Jharkhand 816101, India",87.7743808,24.8582906
0,HNL,Hingoli Deccan,Hingoli Deccan Maharashtra,South Central Railway,Maharashtra,"Hingoli Deccan, Sawarkar Nagar, Hingoli, Maharashtra 431513, India",77.1475515,19.7267616
0,PTNR,PATELNAGAR,PATELNAGAR Delhi,Northern Railway,Delhi,"Patel Nagar, New Delhi, Delhi, India",77.16462,28.6554182
0,RNC,Ranchi,Ranchi Jharkhand,South Eastern Railway,Jharkhand,"Ranchi, Jharkhand, India",85.309562,23.3440997
0,KER,Kirihrapur,Kirihrapur Uttar Pradesh,North Eastern Railway,Uttar Pradesh,"Village -Kirihrapur Post, Kirihrapur, Distt, ballia, Awarai Kala, Uttar Pradesh 221716, India",83.7342924,26.0377076
0,TIT,TALIT,TALIT West Bengal,Eastern Railway,West Bengal,"Talit, West Bengal 713141, India",87.8169003,23.3032285
0,ATU,ATTUR,ATTUR Tamil Nadu,Southern Railway,Tamil Nadu,"Attur, Tamil Nadu 636102, India",78.5974352,11.5983184
0,TBAE,TRIBENI,TRIBENI West Bengal,Eastern Railway,West Bengal,"Tribeni, West Bengal, India",88.3943282,22.9901287
0,BMKD,BELLAMKONDA,BELLAMKONDA Andhra Pradesh,South Central Railway,Andhra Pradesh,"Bellamkonda, Andhra Pradesh 522411, India",80.0061965,16.4906122
0,SNE,Shenoli,Shenoli Maharashtra,Central Railway,Maharashtra,"Shenoli, Maharashtra 415108, India",74.2612154,17.1897127
0,PKC,PAKRA,PAKRA Jharkhand,South Eastern Railway,Jharkhand,"Pakra, Jharkhand 835227, India",84.9479378,22.8468245
0,JARI,Jari,Jari Gujarat,North Western Railway,Gujarat,"Zari, Gujarat 391155, India",73.7316042,22.4705298
0,BAO,Banmor,Banmor Madhya Pradesh,North Central Railway,Madhya Pradesh,"Banmore, Madhya Pradesh, India",78.092539,26.3589677
0,BILA,BHESLANA,BHESLANA Rajasthan,North Western Railway,Rajasthan,"Bhainslana, Rajasthan 303328, India",75.2947942,27.0586988
0,YGL,YELGUR,YELGUR Telangana,South Central Railway,Telangana,"Yelgur, Telangana 506330, India",79.738879,17.8792882
0,GHB,Gahri Bhagi,Gahri Bhagi Punjab,North Western Railway,Punjab,"Gehri Bhagi, Punjab 151001, India",74.9603313,30.1149411
0,KLSX,KAULSERI,KAULSERI Punjab,Northern Railway,Punjab,"Kaulseri, Punjab 148017, India",75.9448725,30.370011
0,AY,Ayodhya Dham Jn,Ayodhya Dham Jn Uttar Pradesh,Northern Railway,Uttar Pradesh,"shree Ram Janm Bhoomi, Ram Nagar, Ayodhya, Uttar Pradesh 224001, India",82.1989721,26.7914143
0,TPG,Tipling,Tipling Assam,North Frontier Railway,Assam,"Tipling, Assam, India",93.8375413,27.0420039
0,BRLY,Biroliya,Biroliya Rajasthan,North Western Railway,Rajasthan,"Beeroliya, Rajasthan, India",73.1880618,25.165256
0,RGS,Ringas Jn,Ringas Jn Rajasthan,North Western Railway,Rajasthan,"Reengus, Rajasthan 332404, India",75.5579722,27.3766238
0,JN,Kurichedu,Kurichedu Gujarat,Western Railway,Gujarat,"Gujarat, India",71.5723953,22.6708317
0,TBR,Malihati Tbr Rd,Malihati Tbr Rd Bihar,North Frontier Railway,Bihar,"Bihar, India",85.2722472,25.9644427
0,NWDH,Nawadih,Nawadih Jharkhand,East Central Railway,Jharkhand,"Nawadih, Jharkhand 829144, India",86.0453123,23.8525308
0,KEX,KHEKRA,KHEKRA Uttar Pradesh,Northern Railway,Uttar Pradesh,"Khekra, Uttar Pradesh 250101, India",77.2806207,28.8644717
0,JRW,JORAMOW,JORAMOW Jharkhand,Eastern Railway,Jharkhand,"Joramo, Jharkhand 815353, India",86.705164,24.1961632
0,CPA,Kanpur Anwrganj,Kanpur Anwrganj Uttar Pradesh,North Eastern Railway,Uttar Pradesh,"Anwarganj, Darshan Purwa, Kanpur, Uttar Pradesh 208003, India",80.3289701,26.457218
0,VKI,Venkatagiri,Venkatagiri Andhra Pradesh,South Central Railway,Andhra Pradesh,"Venkatagiri, Andhra Pradesh, India",79.5807965,13.9590539
0,JSP,Jayasingpur,Jayasingpur Maharashtra,Central Railway,Maharashtra,"Jaysingpur, Maharashtra, India",74.554442,16.7787019
0,BFD,Borhat,Borhat Assam,North Frontier Railway,Assam,"Borhat, Assam 785693, India",95.2841177,27.1507715
0,DEE,Delhi S Rohilla,Delhi S Rohilla Delhi,Northern Railway,Delhi,"Delhi Sarai Rohilla, Guru Gobind Singh Marg, Railway Officers Colony, Sarai Rohilla, New Delhi, Delhi, 110005, India",77.1852469,28.6627512
0,MRSH,Morshi,Morshi Maharashtra,Central Railway,Maharashtra,"Morshi, Maharashtra 444905, India",78.0138306,21.3241951
0,RNW,Renwal,Renwal Rajasthan,North Western Railway,Rajasthan,"Renwal, Rajasthan 303603, India",75.3578779,27.1622986
0,PHLG,Bharpura Pahleja Ghat Junction,Bharpura Pahleja Ghat Junction Bihar,East Central Railway,Bihar,"Bharpura Pahleza Ghat Junction, Sahapur Diara, Bihar 841101, India",85.1352167,25.6998563
0,BD,Badnera Jn,Badnera Jn Maharashtra,Central Railway,Maharashtra,"Badnera Junction (Amravati), Nai Basti, Amravati, Maharashtra 444701, India",77.7321866,20.8575652
0,DYD,Daryabad,Daryabad Uttar Pradesh,Northern Railway,Uttar Pradesh,"Dariyabad, Uttar Pradesh 225403, India",81.5569003,26.8885325
0,JCL,Jadcherla,Jadcherla Telangana,South Central Railway,Telangana,"Jadcherla, Telangana 509301, India",78.1442814,16.7629646
0,NEO,Neora,Neora Bihar,East Central Railway,Bihar,"Neora, Bihar, India",85.0029134,25.5677385
0,ANP,Anandtandavpur,Anandtandavpur Tamil Nadu,Southern Railway,Tamil Nadu,"Tamil Nadu, India",78.6568942,11.1271225
0,PKU,Panskura,Panskura West Bengal,South Eastern Railway,West Bengal,"Panskura, West Bengal, India",87.7386215,22.397308
0,PS,Paras,Paras Maharashtra,Central Railway,Maharashtra,"Paras, Balapur, Maharashtra 444109, India",76.8115458,20.7219148
0,SRVX,Suravali,Suravali Goa,Konkan Railway,Goa,"Suravali, Fatona, Seraulim, Goa 403708, India",73.939165,15.2915925
0,ANVT,Anand Vihar TRM,Anand Vihar TRM Delhi,Northern Railway,Delhi,"Anand Vihar Terminal, Footover Bridge, Plot Alpha, Isbt Anand Vihar, Anand Vihar, Delhi, 110092, India",77.3153465,28.6488339
0,BQE,BAKANIAN BHAUNR,BAKANIAN BHAUNR Madhya Pradesh,Western Railway,Madhya Pradesh,"Bakanian Bhaunr, Bhopal, Madhya Pradesh 462030, India",77.257236,23.2639738
0,HRE,HIRODIH,HIRODIH Jharkhand,East Central Railway,Jharkhand,"Hirodih, Jharkhand, India",85.5907929,24.3846024
0,ANB,Ammanabrolu,Ammanabrolu Andhra Pradesh,South Central Railway,Andhra Pradesh,"Ammanabrolu, Andhra Pradesh 523180, India",80.1456496,15.5866602
0,CLDY,Chandlodiya B,Chandlodiya B Gujarat,Western Railway,Gujarat,"Chandlodiya B, Shayona City Rd, Rameshwar Park Society, Shayona City, Chanakyapuri, Ahmedabad, Gujarat 380081, India",72.5408099,23.0808508
0,DIH,DHARUADIHI,DHARUADIHI Odisha,South Eastern Railway,Odisha,"Dharuadehi, Odisha 770022, India",84.2094347,21.9903915
0,CBU,C BABUSAMUDRAM,C BABUSAMUDRAM Tamil Nadu,Southern Railway,Tamil Nadu,"Tamil Nadu, India",78.6568942,11.1271225
0,PKNS,Pokharni Nrsnha,Pokharni Nrsnha Maharashtra,South Central Railway,Maharashtra,"Pokharni, Maharashtra 431521, India",76.7047904,19.1350632
0,SAN,Sandila,Sandila Uttar Pradesh,Northern Railway,Uttar Pradesh,"Sandila, Uttar Pradesh 241204, India",80.5179133,27.0764686
0,GQL,Gurla,Gurla Rajasthan,West Central Railway,Rajasthan,"Gurla, Rajasthan 311802, India",74.4701056,25.25354
0,SPP,Shahpur Patoree,Shahpur Patoree Bihar,East Central Railway,Bihar,"Shahpur Patori, Bihar, India",85.5744414,25.6338286
0,MCQ,Mirchadhori,Mirchadhori Uttar Pradesh,East Central Railway,Uttar Pradesh,"Uttar Pradesh, India",80.0981869,27.5705886
0,FTH,FATUHI,FATUHI Rajasthan,Northern Railway,Rajasthan,"Fatuhi, Rajasthan 335901, India",73.8610191,30.0579127
0,TYM,TIRUMAYAM,TIRUMAYAM Tamil Nadu,Southern Railway,Tamil Nadu,"Tirumayam, Tamil Nadu, India",78.7494053,10.2468937
0,DRA,DULARIA,DULARIA Madhya Pradesh,West Central Railway,Madhya Pradesh,"Dularia Railway Station, Madhya Pradesh 461116, India",77.653741,22.5754629
0,HIL,Hilsa,Hilsa Bihar,East Central Railway,Bihar,"Hilsa, Bihar 801302, India",85.2832333,25.3188918
0,UDT,Udumalaippettai,Udumalaippettai Tamil Nadu,Southern Railway,Tamil Nadu,"Udumalaipettai, Tamil Nadu, India",77.2513453,10.5854779
0,SKIP,Sikaripara,Sikaripara Jharkhand,Eastern Railway,Jharkhand,"Shikaripara, Jharkhand 816118, India",87.4678266,24.2388932
0,CQA,CHERUKARA,CHERUKARA Kerala,Southern Railway,Kerala,"Cherukara, Kerala 679340, India",76.2218394,10.9282375
0,PDH,Padadhari,Padadhari Gujarat,Western Railway,Gujarat,"Paddhari, Gujarat 360110, India",70.601862,22.4355711
0,HLX,Hilara,Hilara Assam,North Frontier Railway,Assam,"Hilara, Assam 788805, India",92.5860656,24.9226944
0,KMK,Komakhan,Komakhan Chhatisgarh,East Coast Railway,Chhatisgarh,"Komakhan, Chhattisgarh 493449, India",82.4685064,20.9675543
0,SDE,Sadisopur,Sadisopur Bihar,East Central Railway,Bihar,"Sadisopur, Bihar 801111, India",84.9227146,25.5717301
0,TYAE,TENYA,TENYA West Bengal,Eastern Railway,West Bengal,"Tenya, West Bengal 742404, India",88.1523157,23.8192051
0,MGRL,MANGROLLA,MANGROLLA Gujarat,Western Railway,Gujarat,"Mangrol, Gujarat, India",70.1168209,21.1225405
0,DTRA,DANTRA,DANTRA Rajasthan,North Western Railway,Rajasthan,"Dantra, Rajasthan, India",74.4701475,26.3459742
0,BHTK,Bhanwar Tonk,Bhanwar Tonk Chhatisgarh,South East Central Railway,Chhatisgarh,"Chhattisgarh, India",81.8661442,21.2786567
0,BNV,Binnaguri,Binnaguri West Bengal,North Frontier Railway,West Bengal,"Binnaguri, West Bengal 735203, India",89.0578864,26.7499321
0,KSK,KASIMKOTA,KASIMKOTA Andhra Pradesh,South Central Railway,Andhra Pradesh,"Kasimkota, Andhra Pradesh 531031, India",82.9641299,17.668636
0,KSM,KAMASAMUDRAM,KAMASAMUDRAM Karnataka,South Western Railway,Karnataka,"Kamasamudram, Karnataka 563129, India",78.1963404,12.8652847
0,VKA,Verka Jn,Verka Jn Punjab,Northern Railway,Punjab,"Verka, Amritsar, Punjab, India",74.9302498,31.6645657
0,DGN,Dongargaon,Dongargaon Madhya Pradesh,Central Railway,Madhya Pradesh,"Dongargaon, Madhya Pradesh 465449, India",76.1682299,24.2474584
